FID,OBJECTID,Location,State,Water_Cont,Material,Damae_Int2,Economic,District,ID,Fail_Type,Date,Distri_,Death_,Settlemet_,Dam_Int1,Area,Triggers_,aug_trigger_class,aug_trigger_confidence,aug_severity_class,aug_exposure_context,aug_uncertainty_label,aug_missing_fields_count,aug_missing_fields,aug_failure_process_narrative,aug_planning_summary
400,401,"Manikchari, On Road",Active,Wet,Debris,Medium,Medium,Rangamati,401,Complex,13/06/2017,Advancing,0,0,Nil,44,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Complex process involving debris under wet with rainfall as the interpreted trigger context.,Observed complex record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
401,402,"Rupnagar, Manikchari",Active,Wet,Debris,Low,Low,Rangamati,402,Flow,13/06/2017,Advancing,0,0,Low,27,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
402,403,"TV Center, Manikchari",Active,Wet,Debris,High,High,Rangamati,403,Complex,13/06/2017,Advancing,0,0,Nil,38,Rainfall,Rainfall,High,High,Named local slope or terrain unit,Low uncertainty,0,,Complex process involving debris under wet with rainfall as the interpreted trigger context.,Observed complex record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
403,404,"TV Center, Manikchari",Active,Wet,Debris,High,High,Rangamati,404,Complex,13/06/2017,Advancing,0,0,Nil,29,Rainfall,Rainfall,High,High,Named local slope or terrain unit,Low uncertainty,0,,Complex process involving debris under wet with rainfall as the interpreted trigger context.,Observed complex record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
404,405,"Anandabihar, Tabalchari",Active,Wet,Debris,Low,Medium,Rangamati,405,Flow,13/06/2017,Advancing,0,2,Medium,25,Rainfall,Rainfall,High,High,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
405,406,"Anandabihar, Tabalchari",Active,Wet,Debris,Nil,Low,Rangamati,406,Flow,13/06/2017,Advancing,0,0,Nil,30,Rianfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
406,407,"Police Line, Sadar",Active,Wet,Debris,Nil,Medium,Rangamati,407,Flow,13/06/207,Advancing,0,4,High,28,Rainfall,Rainfall,High,High,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
407,408, , , , , , ,Rangamati,408,Unrecognized,2014, ,0,0, ,8935, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
408,409, , , , , , ,Rangamati,409,Unrecognized,2014, ,0,0, ,871, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
409,410, , , , , , ,Rangamati,410,Unrecognized,2016, ,0,0, ,651, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
410,411, , , , , , ,Rangamati,411,Unrecognized,2014, ,0,0, ,226, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
411,412, , , , , , ,Rangamati,412,Unrecognized,2014, ,0,0, ,1884, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
412,413, , , , , , ,Rangamati,413,Slide,2014, ,0,0, ,534, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
413,414, , , , , , ,Rangamati,414,Slide,2014, ,0,0, ,677, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
414,415, , , , , , ,Rangamati,415,Flow,2014, ,0,0, ,305, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
415,416, , , , , , ,Rangamati,416,Slide,2014, ,0,0, ,613, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
416,417, , , , , , ,Rangamati,417,Flow,2014, ,0,0, ,345, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
417,418, , , , , , ,Rangamati,418,Unrecognized,2014, ,0,0, ,935, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
418,419, , , , , , ,Rangamati,419,Unrecognized,2012, ,0,0, ,242, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
419,420, , , , , , ,Rangamati,420,Unrecognized,2014, ,0,0, ,426, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
420,421, , , , , , ,Rangamati,421,Unrecognized,2014, ,0,0, ,12334, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
421,422, , , , , , ,Rangamati,422,Unrecognized,2014, ,0,0, ,635, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
422,423, , , , , , ,Rangamati,423,Unrecognized,2014, ,0,0, ,790, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
423,424, , , , , , ,Rangamati,424,Slide,2011, ,0,0, ,57913, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
424,425, , , , , , ,Rangamati,425,Slide,2014, ,0,0, ,17143, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
425,426, , , , , , ,Rangamati,426,Flow,2011, ,0,0, ,17200, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
426,427, , , , , , ,Rangamati,427,Flow,2011, ,0,0, ,14354, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
427,428, , , , , , ,Rangamati,428,Flow,2011, ,0,0, ,12605, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
428,429, , , , , , ,Rangamati,429,Unrecognized,2011, ,0,0, ,13751, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
429,430, , , , , , ,Rangamati,430,Unrecognized,2011, ,0,0, ,11039, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
430,431, , , , , , ,Rangamati,431,Unrecognized,2011, ,0,0, ,15416, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
431,432, , , , , , ,Rangamati,432,Unrecognized,2011, ,0,0, ,11185, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
432,433, , , , , , ,Rangamati,433,Unrecognized,2014, ,0,0, ,40385, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
433,434, , , , , , ,Rangamati,434,Unrecognized,2014, ,0,0, ,8920, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
434,435, , , , , , ,Rangamati,435,Unrecognized,2014, ,0,0, ,1991, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
435,436, , , , , , ,Rangamati,436,Unrecognized,2015, ,0,0, ,44949, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
436,437, , , , , , ,Rangamati,437,Unrecognized,2014, ,0,0, ,16757, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
437,438, , , , , , ,Rangamati,438,Unrecognized,2014, ,0,0, ,4307, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
438,439, , , , , , ,Rangamati,439,Unrecognized,2014, ,0,0, ,2808, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
439,440, , , , , , ,Rangamati,440,Unrecognized,2016, ,0,0, ,3945, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
440,441,"Sheikh Russel Eco Park, Kaptai, Rangamati",Active,Wet,Mixture,Nil,Low,Rangamati,441,Fall,13/06/2017,Widening,0,1,Nil,391,Rainfall and Road Cut,Rainfall and road cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Fall process involving mixture under wet with rainfall and road cutting as the interpreted trigger context.,Observed fall record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
441,442,"Boroichari, Fish Check Post, Kaptai, Rangamati",Active,Wet,Soil,Nil,Low,Rangamati,442,Slide,13/06/2017,Advancing,0,0,Nil,28,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Slide process involving soil under wet with rainfall as the interpreted trigger context.,Observed slide record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
442,443,"Noapara Buddhist Temple, Kaptai, Rangamati",Active,Wet,Soil,Nil,Low,Rangamati,443,Slide,13/06/2017,Advancing,0,3,Medium,440,Rainfall and Hill Cutting,Rainfall and hill cutting,High,High,Settlement or institutional exposure,Low uncertainty,0,,Slide process involving soil under wet with rainfall and hill cutting as the interpreted trigger context.,Observed slide record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
443,444,"Noapara, Boroichari, Kaptai, Rangamati",Active,Wet,Soil,Medium,Medium,Rangamati,444,Fall,13/06/2017,Advancing,0,0,Nil,379,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Fall process involving soil under wet with rainfall as the interpreted trigger context.,Observed fall record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
444,445,"Marma para, Boroichari, Kaptai, Rangmati",Active,Wet,Debris,Nil,Low,Rangamati,445,Flow,13/06/2017,Diminishing,0,2,Low,232,Rainfall,Rainfall,High,High,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
445,446,"Noapara, Boroichari, Kaptai, Rangamati",Active,Wet,Soil,Nil,Low,Rangamati,446,Flow,13/06/2017,Advancing,0,1,Low,257,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
446,447,"Boroichari, Kaptai",Active,Wet,Debris,Nil,Low,Rangamati,447,Flow,13/06/2017,Advancing,0,1,Low,565,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
447,448,"Boroichari Sarbojanin Buddisht Temple, Kaptai",Active,Wet,Debris,Low,Medium,Rangamati,448,Flow,13/06/2017,Advancing,0,1,Low,527,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
448,449,"Boroichari Sarbojanin Buddisht Temple, Kaptai",Active,Wet,Soil,Low,Low,Rangamati,449,Slide,13/06/2017,Advancing,0,0,Nil,141,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Slide process involving soil under wet with rainfall as the interpreted trigger context.,Observed slide record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
449,450,"Boroichari, Kaptai",Active,Wet,Debris,Nil,Low,Rangamati,450,Flow,13/06/2017,Advancing,0,0,Nil,187,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
450,451,"Boroichari Market, Marma Para, Kaptai",Active,Wet,Soil,Low,High,Rangamati,451,Fall,13/06/2017,Advancing,0,5,High,137,Rainfall,Rainfall,High,Extreme,Settlement or institutional exposure,Low uncertainty,0,,Fall process involving soil under wet with rainfall as the interpreted trigger context.,Observed fall record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
451,452,"Kaptai Ansar Camp, Rangamati",Active,Wet,Mixture,Low,Low,Rangamati,452,Fall,13/06/2017,Advancing,0,0,Nil,40,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Anthropogenic slope modification,Low uncertainty,0,,Fall process involving mixture under wet with rainfall and hill cutting as the interpreted trigger context.,Observed fall record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
452,453,"Boroichari Market, Marma Para, Kaptai",Active,Wet,Debris,Low,Low,Rangamati,453,Flow,13/06/2017,Advancing,0,0,Nil,276,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
453,454,"Panaroma Restaurent, Kaptai",Active,Wet,Mixture,Medium,Medium,Rangamati,454,Flow,13/06/2017,Advancing,0,0,Nil,59,Rainfall and Road Cut,Rainfall and road cutting,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving mixture under wet with rainfall and road cutting as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
454,455,"Panaroma Restaurent, Kaptai",Active,Wet,Soil,Low,Low,Rangamati,455,Flow,13/06/2017,Advancing,0,0,Nil,69,Rianfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
455,456,"Boroichari Sarbojanin Buddisht Temple, Kaptai",Active,Wet,Soil,Low,Low,Rangamati,456,Flow,13/06/2017,Advancing,0,0,Nil,2001,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
456,457,"Shilchari, Ansar Camp, Kaptai",Active,Wet,Debris,Low,Low,Rangamati,457,Flow,13/06/2017,Advancing,0,0,Nil,70,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
457,458,"Boroichari Market, Marma Para, Kaptai",Active,Wet,Debris,Low,Medium,Rangamati,458,Flow,13/06/2017,Advancing,0,2,Medium,32,Rainfall,Rainfall,High,High,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
458,459,"Shilchari, Wagha, Kaptai",Active,Wet,Debris,High,Medium,Rangamati,459,Flow,13/06/2017,Advancing,0,0,Nil,66,Rainfall and Road Cut,Rainfall and road cutting,High,High,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving debris under wet with rainfall and road cutting as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
459,460,Kaptai National Park,Active,Wet,Debris,Low,Low,Rangamati,460,Flow,13/06/2017,Advancing,0,0,Nil,34,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
460,461,"Bangchari, Marmapara, Kaptai",Active,Wet,Debris,Low,Low,Rangamati,461,Flow,13/06/2017,Advancing,0,0,Nil,115,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
461,462,"Bangchari, Marmapara, Kaptai",Active,Wet,Debris,Low,Low,Rangamati,462,Flow,13/06/2017,Advancing,0,0,Nil,20,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
462,463,"Shilchari, Wagha, Kaptai",Active,Wet,Debris,Low,Low,Rangamati,463,Flow,13/06/2017,Advancing,0,0,Nil,96,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
463,464,"Shilchari, Wagha, Kaptai",Active,Wet,Debris,Low,Low,Rangamati,464,Flow,13/06/2017,Advancing,0,0,Nil,43,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
464,465,"Assam Basti Vanga Road, Kaptai",Active,Wet,Soil,Low,Low,Rangamati,465,Flow,13/06/2017,Advancing,0,1,Low,908,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
465,466,"Assam Basti Vanga Road, Kaptai",Active,Wet,Soil,Nil,Low,Rangamati,466,Flow,13/06/2017,Advancing,0,0,Low,1029,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
466,467,"Assam Basti Vanga Road, Kaptai",Active,Wet,Debris,Nil,Low,Rangamati,467,Complex,13/06/2017,Advancing,0,0,Nil,973,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Complex process involving debris under wet with rainfall as the interpreted trigger context.,Observed complex record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
467,468,"Assam Basti Vanga Road, Kaptai",Active,Wet,Debris,Nil,Low,Rangamati,468,Flow,13/06/2017,Advancing,0,1,Low,340,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
468,469,"Assam Basti Vanga Road, Kaptai",Active,Wet,Debris,Nil,Low,Rangamati,469,Flow,13/06/2017,Advancing,0,0,Nil,443,Rainfall,Rainfall,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving debris under wet with rainfall as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
469,470,"Assam Basti Vanga Road, Kaptai",Active,Wet,Mixture,Medium,Low,Rangamati,470,Flow,13/06/2017,Advancing,0,0,Nil,694,Rainfall and Road Cut,Rainfall and road cutting,High,Moderate,Road or transport corridor,Low uncertainty,0,,Flow process involving mixture under wet with rainfall and road cutting as the interpreted trigger context.,Observed flow record in Rangamati; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
